tävling,datum,typ,vikt,böj,bänk,mark,total,poäng,namn,förening,distrikt,kön,år,viktklass,elit
U/J/V SM Styrkelyft (utrustning),2016-03-12,SL,46.05,112.5,72.5,115.0,300.0,409.4,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2016.0,47,True
u/j NM (utrustning),2016-02-20,SL,44.9,110.0,67.5,120.0,297.5,413.2,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2016.0,47,True
Elitserien dam KL SL,2016-02-07,KSL,45.35,90.0,50.0,115.0,255.0,351.74,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2016.0,47,False
Lag-SM 2015 - Klassisk styrkelyft,2015-12-04,KSL,45.55,85.0,52.5,110.0,247.5,340.35,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,True
U/J/V SM Bänkpress (utrustning),2015-11-28,BP,45.95,,65.0,,,88.84,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,True
Elitserien dam KL SL,2015-11-11,KSL,45.48,85.0,52.5,115.0,252.5,347.6,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,False
Elitserien dam KL BP,2015-09-20,KBP,46.2,0.0,47.5,0.0,47.5,64.67,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,False
SM-veckan Sundsvall 2015 (klassisk styrkelyft),2015-07-02,KSL,45.58,75.0,47.5,110.0,232.5,319.58,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,True
VM Bänkpress (Sundsvall),2015-05-20,BP,45.82,,65.0,,,89.02,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,True
Elitserien dam KL SL,2015-05-16,KSL,45.5,75.0,45.0,90.0,210.0,289.0,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,False
U/J/V SM Styrkelyft (utrustning),2015-03-13,SL,45.05,103.0,60.0,117.5,280.5,388.7,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,True
U/J NM Finland (klassisk),2015-02-20,KSL,44.89,80.0,52.5,105.0,237.5,329.91,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,True
Elitserien dam KL SL,2015-02-08,KSL,45.7,85.0,52.5,115.0,252.5,346.43,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,False
SM-veckan Örebro 2015 (Styrkelyft),2015-01-30,SL,45.55,102.5,60.0,115.0,277.5,381.61,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2015.0,47,True
Enbart ranking SL dam,2014-11-05,SL,46.14,75.0,52.5,50.0,177.5,241.89,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,False
DM i styrkelyft (klassisk) Västra Götalands SDF,2014-11-01,KSL,45.75,80.0,47.5,107.5,235.0,322.17,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,False
Enbart ranking BP dam,2014-09-23,BP,45.7,,55.0,,,75.46,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,False
Allsvenskan dam KL BP,2014-09-21,KBP,45.7,0.0,45.0,0.0,45.0,61.74,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,False
SM KLSL,2014-07-03,KSL,45.36,82.5,48.0,109.0,239.5,330.31,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,True
Allsvenskan dam KL SL,2014-05-25,KSL,46.05,72.5,47.5,107.5,227.5,310.46,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,False
SM Styrkelyft U/J/V,2014-03-14,SL,45.35,92.5,50.0,100.0,242.5,334.5,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,True
Allsvenskan dam KL SL,2014-02-02,KSL,46.3,77.5,45.0,90.0,212.5,288.88,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2014.0,47,False
Klassisk ranking SL,2013-11-05,KSL,46.45,70.0,41.0,93.0,204.0,276.69,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2013.0,47,False
Enbart ranking klassisk BP,2013-09-29,KBP,45.85,0.0,40.0,0.0,40.0,54.75,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2013.0,47,False
DM KLBP Västra Götaland,2013-09-28,KBP,45.75,0.0,40.0,0.0,40.0,54.84,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2013.0,47,False
SM Klassisk Styrkelyft,2013-07-05,KSL,45.15,62.5,35.0,92.5,190.0,262.88,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2013.0,47,True
Klassisk ranking SL,2013-05-12,KSL,45.7,70.0,37.5,85.0,192.5,264.11,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2013.0,47,False
Enbart ranking klassisk SL,2013-01-27,KSL,45.1,65.0,35.0,85.0,185.0,256.16,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2013.0,47,False
Klassisk ranking SL,2012-11-11,KSL,45.05,60.0,32.5,75.0,167.5,232.11,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2012.0,47,False
Klassisk serie BP syd,2012-10-14,KBP,45.25,0.0,32.5,0.0,32.5,44.9,Malin Carlsson,Vedum AIS,Västra Götaland SDF,F,2012.0,47,False
SM Bänkpress,2012-11-23,BP,82.95,,80.0,,,53.42,Josef Jabbari,Hassela Powerteam förening,Mellersta Norrlands SDF,M,2012.0,83,True
Div 2 KL BP,2016-05-14,KBP,88.6,0.0,167.5,0.0,167.5,107.8,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2016.0,93,False
Elitserien BP,2015-09-20,BP,90.9,,160.0,,,101.63,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2015.0,93,False
Elitserien BP,2015-05-09,BP,91.6,,160.0,,,101.25,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2015.0,93,False
Div 1 KL SL,2014-11-08,KSL,89.25,205.0,162.5,252.5,620.0,397.51,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2014.0,93,False
Enbart ranking KL BP herr,2014-09-21,KBP,90.5,0.0,160.0,0.0,160.0,101.86,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2014.0,93,False
Klassisk ranking SL,2013-11-09,KSL,91.7,200.0,167.5,242.5,610.0,385.8,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2013.0,93,False
SM Klassisk Styrkelyft,2013-07-04,KSL,90.9,195.0,165.0,240.0,600.0,381.12,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2013.0,93,True
Enbart ranking klassisk SL,2013-05-12,KSL,89.65,190.0,162.5,237.5,590.0,377.4,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2013.0,93,False
Klassisk ranking BP,2012-10-21,KBP,87.7,0.0,162.5,0.0,162.5,105.15,Sören Davidsson,Karlstads AK,Västra Svealands SDF,M,2012.0,93,False
Enbart ranking klassisk SL,2013-05-17,KSL,95.2,157.5,80.0,172.5,410.0,254.79,Robin Dragic,Jönköping SK,Sydöstra SDF,M,2013.0,105,False
Ungdomsserien SL,2013-05-12,SL,95.2,157.5,80.0,172.5,410.0,254.79,Robin Dragic,Jönköping SK,Sydöstra SDF,M,2013.0,105,False
U/J/V-SM Styrkelyft 2013,2013-03-01,SL,92.7,155.0,80.0,170.0,405.0,254.81,Robin Dragic,Jönköping SK,Sydöstra SDF,M,2013.0,93,True
Ungdomsserien SL,2013-01-27,SL,92.65,140.0,80.0,160.0,380.0,239.14,Robin Dragic,Jönköping SK,Sydöstra SDF,M,2013.0,93,False
Enbart ranking SL,2012-11-13,SL,88.75,125.0,75.0,160.0,360.0,231.49,Robin Dragic,Jönköping SK,Sydöstra SDF,M,2012.0,93,False
Enbart ranking BP,2012-10-21,BP,90.4,,70.0,,,44.59,Robin Dragic,Jönköping SK,Sydöstra SDF,M,2012.0,93,False
SM Klassisk Bänkpress,2013-07-04,KBP,82.55,0.0,160.0,0.0,160.0,107.15,Mikael Eriksson,Oskarshamns Atletklubb,Sydöstra SDF,M,2013.0,83,True
Enbart ranking BP,2012-10-21,BP,81.9,,145.0,,,97.56,Mikael Eriksson,Oskarshamns Atletklubb,Sydöstra SDF,M,2012.0,83,False
U/J/V SM Bänkpress,2014-11-21,BP,101.0,,150.0,,,90.93,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2014.0,105,True
SM Bänkpress U/J/V 2013,2013-11-23,BP,103.95,,140.0,,,83.96,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2013.0,105,True
DM KLSL Västra Götaland,2013-11-02,KSL,104.1,120.0,135.0,180.0,435.0,260.73,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2013.0,105,False
DM KLBP Västra Götaland,2013-09-28,KBP,103.75,0.0,142.5,0.0,142.5,85.52,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2013.0,105,False
Div 1 klassisk BP,2013-05-11,KBP,102.25,0.0,127.5,0.0,127.5,76.93,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2013.0,105,False
Enbart ranking klassisk BP,2013-01-26,KBP,103.37,0.0,140.0,0.0,140.0,84.13,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2013.0,105,False
DM KLSL Västra Götaland,2012-11-10,KSL,108.25,120.0,140.0,200.0,460.0,272.07,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2012.0,120,False
DM KLBP Västra Götaland,2012-10-13,KBP,110.4,0.0,135.0,0.0,135.0,79.36,Jonny Vinter,Lerums AK,Västra Götaland SDF,M,2012.0,120,False
Allsvenskan BP,2012-10-22,BP,92.4,,120.0,,,75.62,Edvard Westling,Sundbybergs TK,Östra Svealands SDF,M,2012.0,93,False
DM KLBP Östra Svealand,2012-10-20,KBP,92.4,0.0,120.0,0.0,120.0,75.62,Edvard Westling,Sundbybergs TK,Östra Svealands SDF,M,2012.0,93,False
EM utrustad Styrkelyft,2022-05-08,SL,74.87,207.5,140.0,200.0,547.5,521.04,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2022.0,76,True
VM Styrkelyft utrustat,2021-11-11,SL,73.75,212.5,140.0,197.5,550.0,528.46,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2021.0,76,True
Elitserien dam SL,2019-05-05,SL,77.17,215.0,155.0,207.5,577.5,539.51,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2019.0,84,False
Elitserien dam BP,2018-11-17,BP,74.6,,145.0,,,138.31,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2018.0,76,False
VM Styrkelyft,2018-11-09,SL,74.6,202.5,145.0,205.0,552.5,527.0,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2018.0,76,True
Elitserien dam BP,2018-05-19,BP,75.95,,145.0,,,136.77,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2018.0,76,False
EM Styrkelyft U/J/S 2018,2018-05-07,SL,75.95,210.0,145.0,200.0,555.0,523.51,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2018.0,76,True
SM-veckan Skellefteå (styrkelyft),2018-03-23,SL,74.3,202.5,145.0,200.0,547.5,523.56,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2018.0,76,True
Elitserien dam BP,2017-11-20,BP,79.03,,147.5,,,135.89,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,84,False
VM styrkelyft 2017,2017-11-17,SL,79.03,0.0,147.5,210.0,357.5,329.37,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,84,True
EM Bänkpress 2017,2017-10-14,BP,75.43,,150.0,,,142.09,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,76,True
VM Bänkpress 2017,2017-05-26,BP,78.15,,150.0,,,139.09,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,84,True
Elitserien herr BP,2017-05-21,BP,78.79,,155.0,,,143.05,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,84,False
EM SL 2017,2017-05-13,SL,78.79,200.0,155.0,207.5,562.5,519.14,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,84,True
SM-veckan Söderhamn 2017 (Bänkpress),2017-02-05,BP,73.05,,140.0,,,135.35,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,76,True
SM-veckan Söderhamn 2017 (Styrkelyft),2017-02-04,SL,73.1,182.5,140.0,185.0,507.5,490.42,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2017.0,76,True
Lag-SM 2016 - Bänkpress,2016-12-02,BP,73.9,,145.0,,,139.14,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,76,True
VM styrkelyft 2016,2016-11-18,SL,75.98,185.0,150.0,195.0,530.0,499.8,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,76,True
Damserien BP,2016-09-19,BP,73.7,,140.0,,,134.58,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,76,False
EM Bänkpress 2016,2016-08-20,BP,75.7,,147.5,,,139.41,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,76,True
Damserien BP,2016-05-23,BP,77.88,,152.5,,,141.7,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,84,False
Damserien SL,2016-05-13,SL,77.88,187.5,152.5,200.0,540.0,501.75,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,84,False
VM Bänkpress (Rödby) 2016,2016-04-23,BP,76.85,,155.0,,,145.16,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,84,True
Damserien BP,2016-02-07,BP,73.65,,135.0,,,129.83,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,76,False
Damserien SL,2016-01-30,SL,73.65,190.0,135.0,190.0,515.0,495.26,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2016.0,76,False
DM i bänkpress (utrustning) Östra Svealands SDF,2015-09-19,BP,74.0,,140.0,,,134.22,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2015.0,76,False
EM Bänkpress,2015-08-06,BP,76.84,,150.0,,,140.49,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2015.0,84,True
VM Bänkpress (Sundsvall),2015-05-20,BP,77.04,,145.0,,,135.6,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2015.0,84,True
Damserien BP,2015-05-17,BP,76.45,,142.5,,,133.88,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2015.0,84,False
Damserien SL,2015-05-09,SL,76.45,190.0,142.5,130.0,462.5,434.51,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2015.0,84,False
Damserien BP,2015-02-01,BP,75.25,,132.5,,,125.7,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2015.0,76,False
Lag-SM 2014 - klassisk bänkpress,2014-12-07,KBP,74.8,0.0,90.0,0.0,90.0,85.7,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,True
Lag-SM 2014 - Klassisk styrkelyft,2014-12-06,KSL,72.15,112.5,90.0,170.0,372.5,363.07,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,True
U/J/V SM Bänkpress,2014-11-21,BP,74.15,,130.0,,,124.48,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,True
DM i styrkelyft (utrustning) Östra Svealands SDF,2014-11-01,SL,74.5,165.0,135.0,190.0,490.0,467.78,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,False
Elitserien dam KL BP,2014-09-24,KBP,76.5,0.0,95.0,0.0,95.0,89.22,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,84,False
Damserien BP,2014-09-20,BP,77.15,,135.0,,,126.14,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,84,False
Stadsmatchen,2014-06-14,SL,75.85,117.5,92.5,157.5,367.5,346.93,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,False
VM Bänkpress (Rödby),2014-05-20,BP,70.8,,117.5,,,115.99,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,True
Elitserien dam KL SL,2014-05-17,KSL,72.05,100.0,77.5,120.0,297.5,290.24,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,False
SM Styrkelyft U/J/V,2014-03-14,SL,71.45,160.0,0.0,0.0,160.0,156.97,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,True
U/J-NM SL,2014-02-22,SL,72.25,162.5,120.0,180.0,462.5,450.38,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,True
Damserien BP,2014-02-01,BP,73.25,,117.5,,,113.39,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2014.0,76,False
Lag-SM BP 2013,2013-12-08,BP,71.95,,122.5,,,119.62,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,True
Lag-SM SL 2013,2013-12-07,SL,71.35,162.5,127.5,182.5,472.5,463.99,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,True
SM Bänkpress U/J/V 2013,2013-11-23,BP,71.0,,120.0,,,118.23,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,True
DM SL Östra Svealand,2013-11-09,SL,71.0,152.5,125.0,180.0,457.5,450.75,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,False
Damserien BP,2013-09-30,BP,71.8,,107.5,,,105.12,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,False
SM Klassisk Styrkelyft,2013-07-04,KSL,71.45,115.0,87.5,160.0,362.5,355.63,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,True
Damserien klassisk BP,2013-05-14,KBP,74.25,0.0,90.0,0.0,90.0,86.1,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,False
Damserien SL,2013-05-13,SL,73.75,147.5,115.0,170.0,432.5,415.56,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,False
Damserien klassisk SL,2013-04-28,KSL,74.25,107.5,90.0,155.0,352.5,337.23,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,False
U/J/V-SM Styrkelyft 2013,2013-03-01,SL,71.3,150.0,105.0,160.0,415.0,407.71,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,True
Damserien SL,2013-01-19,SL,70.8,140.0,105.0,150.0,395.0,389.92,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2013.0,76,False
Klassisk damserie SL,2012-11-12,KSL,68.6,100.0,82.5,140.0,322.5,325.39,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2012.0,69,False
DM SL Östra Svealand,2012-11-03,SL,68.6,100.0,82.5,140.0,322.5,325.39,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2012.0,69,False
Damserien BP,2012-10-22,BP,68.65,,80.0,,,80.68,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2012.0,69,False
DM KLBP Östra Svealand,2012-10-20,KBP,68.65,0.0,80.0,0.0,80.0,80.68,Frida Wik,Sundbybergs TK,Östra Svealands SDF,F,2012.0,69,False
Elitserien herr KL BP,2019-09-10,KBP,74.0,0.0,130.0,0.0,130.0,93.51,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2019.0,83,False
Elitserien herr KL BP,2019-05-05,KBP,74.0,0.0,132.5,0.0,132.5,95.31,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2019.0,83,False
Allsvenskan herr KL BP,2018-09-12,KBP,73.25,0.0,130.0,0.0,130.0,94.19,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2018.0,74,False
SM i Klassisk Bänkpress 2018,2018-07-08,KBP,65.5,0.0,130.0,0.0,130.0,102.72,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2018.0,66,True
Elitserien herr SL,2018-02-24,SL,69.95,110.0,132.5,180.0,422.5,316.79,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2018.0,74,False
Enbart ranking KL SL herr,2017-11-19,KSL,69.95,110.0,132.5,215.0,457.5,343.03,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2017.0,74,False
Elitserien herr KL BP,2017-09-18,KBP,69.95,0.0,140.0,0.0,140.0,104.97,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2017.0,74,False
SM-veckan Borås (Klassisk bänkpress),2017-07-07,KBP,65.55,0.0,137.5,0.0,137.5,108.58,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2017.0,66,True
Elitserien herr KL SL,2017-05-22,KSL,65.95,115.0,130.0,200.0,445.0,349.63,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2017.0,66,False
Elitserien herr KL SL,2017-03-04,KSL,69.8,80.0,132.5,200.0,412.5,309.8,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2017.0,74,False
Lag-SM 2016 Klassisk Bänkpress,2016-12-02,KBP,70.0,0.0,130.0,0.0,130.0,97.42,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2016.0,74,True
Allsvenskan KL SL,2016-11-12,KSL,69.95,80.0,127.5,210.0,417.5,313.04,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2016.0,74,False
Elitserien BP,2016-05-23,BP,65.85,,120.0,,,94.4,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2016.0,66,False
Elitserien KL BP,2016-02-07,KBP,72.8,0.0,132.5,0.0,132.5,96.43,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2016.0,74,False
SM-veckan Sundsvall 2015 (klassisk bänkpress),2015-07-02,KBP,65.9,0.0,125.0,0.0,125.0,98.27,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2015.0,66,True
DM i styrkelyft (klassisk) Östra Svealands SDF,2014-11-01,KSL,70.65,120.0,130.0,192.5,442.5,329.28,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2014.0,74,False
Elitserien KL BP,2014-09-24,KBP,70.3,0.0,127.5,0.0,127.5,95.24,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2014.0,74,False
SM KLBP 2014,2014-07-06,KBP,65.42,0.0,117.5,0.0,117.5,92.94,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2014.0,66,True
Allsvenskan KL SL,2014-05-17,KSL,65.95,110.0,120.0,190.0,420.0,329.99,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2014.0,66,False
Allsvenskan KL SL,2014-02-01,KSL,69.1,110.0,120.0,185.0,415.0,314.11,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2014.0,74,False
Elitserien klassisk SL,2013-11-11,KSL,68.2,105.0,125.0,180.0,410.0,313.53,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,74,False
Elitserien BP,2013-09-30,BP,66.0,,120.0,,,94.22,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,74,False
DM KL BP Östra Svealand,2013-09-28,KBP,66.0,0.0,120.0,0.0,120.0,94.22,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,74,False
SM Klassisk Bänkpress,2013-07-04,KBP,64.95,0.0,117.5,0.0,117.5,93.5,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,66,True
Elitserien klassisk BP,2013-05-14,KBP,66.85,0.0,120.0,0.0,120.0,93.25,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,74,False
Elitserien klassisk SL,2013-05-13,KSL,66.85,100.0,120.0,175.0,395.0,306.93,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,74,False
Elitserien klassisk BP,2013-01-28,KBP,64.9,0.0,112.5,0.0,112.5,89.58,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,66,False
Elitserien klassisk SL,2013-01-19,KSL,64.9,90.0,112.5,165.0,367.5,292.61,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2013.0,66,False
Allsvenskan BP,2012-10-22,BP,65.8,,115.0,,,90.52,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2012.0,66,False
Klassisk ranking BP,2012-10-20,KBP,65.8,0.0,115.0,0.0,115.0,90.52,Shahnur Rahman,Sundbybergs TK,Östra Svealands SDF,M,2012.0,66,False
DM klassisk bänkpress (NNSF),2018-09-15,KBP,91.73,0.0,180.0,0.0,180.0,113.83,Jack Ohlson,Öjeby AK,Norra Norrlands SDF,M,2018.0,93,False
DM KLBP Norra Norrland,2012-10-20,KBP,102.3,0.0,190.0,0.0,190.0,114.62,Jack Ohlson,Öjeby AK,Norra Norrlands SDF,M,2012.0,105,False
DM SL Sydsvenska,2012-11-10,SL,87.3,170.0,130.0,180.0,480.0,311.36,Tobias Moberg,Ystads KK,Sydsvenska SDF,M,2012.0,93,False
DM Bänkpress Sydsvenska,2012-10-21,BP,85.6,,125.0,,,81.97,Tobias Moberg,Ystads KK,Sydsvenska SDF,M,2012.0,93,False
Div 1 KL SL,2014-11-03,KSL,123.5,230.0,120.0,250.0,600.0,342.76,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2014.0,121,False
Div 1 BP,2014-09-27,BP,122.7,,170.0,,,97.25,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2014.0,121,False
Div 1 KL SL,2014-05-11,KSL,117.6,235.0,145.0,287.5,667.5,385.63,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2014.0,120,False
SM Styrkelyft U/J/V,2014-03-14,SL,117.5,235.0,140.0,275.0,650.0,375.6,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2014.0,120,True
Div 1 KL SL,2014-02-02,KSL,115.75,240.0,135.0,285.0,660.0,382.84,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2014.0,120,False
Enbart ranking klassisk SL,2013-09-28,KSL,115.9,235.0,132.5,282.5,650.0,376.91,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2013.0,120,False
Allsvenskan SL,2013-05-11,SL,113.15,225.0,140.0,265.0,630.0,367.69,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2013.0,120,False
Allsvenskan SL,2013-01-26,SL,112.8,220.0,137.5,265.0,622.5,363.63,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2013.0,120,False
Klassisk ranking SL,2012-11-12,KSL,112.5,205.0,130.0,250.0,585.0,341.98,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2012.0,120,False
Allsvenskan SL,2012-11-11,SL,112.5,205.0,130.0,250.0,585.0,341.98,Marcus Yngvesson,Nässjö AMK,Sydöstra SDF,M,2012.0,120,False
SM Bänkpress klassisk,2022-03-24,KBP,163.2,0.0,215.0,0.0,215.0,117.52,Niklas Pettersson,Styrkefabrikens Atletklubb,Östra Svealands SDF,M,2022.0,121,True
Enbart ranking Herr BP klassisk,2022-02-13,KBP,164.9,0.0,200.0,0.0,200.0,109.15,Niklas Pettersson,Styrkefabrikens Atletklubb,Östra Svealands SDF,M,2022.0,121,False
Lag SM Bänkpress (Utr),2019-12-14,BP,156.38,,317.5,,,174.64,Niklas Pettersson,Styrkefabrikens Atletklubb,Östra Svealands SDF,M,2019.0,121,True
